,Triage,Features,History_days,Weather_avg_h,Model,Parameters,NumTrgSamples,NumTestSamples,TrainAcc,TestAcc,Precision,Recall,F1,TP,TN,FP,FN,ImprOverMajTest,ImprOverMajTrain
109,spo2_Triage,Weather & History,4,8,RF,100-None-log2,2673,296,0.990943435799557,0.8999624624624625,0.3319047619047619,0.07520213423230665,0.12012320818355302,2.0,265.8,4.0,25.1,-0.008757621257621251,0.08222000163533782
110,spo2_Triage,Weather & History,4,8,RF,20-10-None,2673,296,0.9652333100353726,0.8962553462553464,0.3467094017094017,0.13161428529963012,0.1829281671834863,3.6,264.1,5.7,23.5,-0.012464737464737308,0.056509875871153414
111,spo2_Triage,Weather & History,4,8,RF,20-10-auto,2673,296,0.9426293456857329,0.9073744198744198,0.54,0.07328393748652369,0.1242664198125786,1.9,268.3,1.5,25.2,-0.0013456638456639247,0.033905911521513676
112,spo2_Triage,Weather & History,4,8,RF,20-10-log2,2673,296,0.9426293456857329,0.9073744198744198,0.54,0.07328393748652369,0.1242664198125786,1.9,268.3,1.5,25.2,-0.0013456638456639247,0.033905911521513676
113,spo2_Triage,Weather & History,4,8,RF,20-2-None,2673,296,0.9111559848876881,0.9080466830466831,0.4833333333333333,0.030749064951651157,0.056620129870129876,0.8,269.0,0.8,26.3,-0.0006734006734006037,0.002432550723468929
114,spo2_Triage,Weather & History,4,8,RF,20-2-auto,2673,296,0.9087982844636203,0.9083833833833834,0.0,0.0,0.0,0.0,269.7,0.1,27.1,-0.00033670033670030186,7.48502994011302e-05
115,spo2_Triage,Weather & History,4,8,RF,20-2-log2,2673,296,0.9087982844636203,0.9083833833833834,0.0,0.0,0.0,0.0,269.7,0.1,27.1,-0.00033670033670030186,7.48502994011302e-05
116,spo2_Triage,Weather & History,4,8,RF,20-3-None,2673,296,0.9163953238304536,0.9070377195377194,0.42142857142857143,0.0417055509943441,0.0731871998419313,1.2,268.5,1.3,25.9,-0.0016823641823643376,0.007671889666234444
117,spo2_Triage,Weather & History,4,8,RF,20-3-auto,2673,296,0.9104449350457333,0.9080466830466831,0.15,0.00787037037037037,0.01489655172413793,0.2,269.5,0.3,26.9,-0.0006734006734006037,0.0017215008815141264
118,spo2_Triage,Weather & History,4,8,RF,20-3-log2,2673,296,0.9104449350457333,0.9080466830466831,0.15,0.00787037037037037,0.01489655172413793,0.2,269.5,0.3,26.9,-0.0006734006734006037,0.0017215008815141264
