,manual_Triage,temp,pressure,humidity
manual_Triage,1.0,-0.10468505932028717,0.0014374400571105967,0.06969195246570914
temp,-0.10468505932028717,1.0,-0.016060132346512657,-0.4731168276164423
pressure,0.0014374400571105967,-0.016060132346512657,1.0,-0.07708329817812443
humidity,0.06969195246570914,-0.4731168276164423,-0.07708329817812443,1.0
